,0.0189198084661,-3.96754583876

decoration,1.06171764681e-05,-11.4530374468

arenas,2.65429411702e-06,-12.8393318079

saline,1.85800588192e-05,-10.8934216589

eland,2.65429411702e-06,-12.8393318079

anaesthesia,5.30858823405e-06,-12.1461846274

copying,2.65429411702e-06,-12.8393318079

sapiens,4.51229999894e-05,-10.0061184639

attenuation,2.65429411702e-06,-12.8393318079

itch,2.38886470532e-05,-10.6421072306

rnqvist,7.96288235107e-06,-11.7407195192

desks,7.96288235107e-06,-11.7407195192

moment,5.57401764575e-05,-9.79480937019

aggregate,2.65429411702e-06,-12.8393318079

infused,1.06171764681e-05,-11.4530374468

spent,8.49374117447e-05,-9.37359590511

morrow,2.12343529362e-05,-10.7598902662

howe,1.06171764681e-05,-11.4530374468

landmark,2.12343529362e-05,-10.7598902662

chemistry,6.63573529256e-05,-9.62045598305

spend,5.04315882234e-05,-9.89489282875

sheila,2.65429411702e-06,-12.8393318079

echoing,2.65429411702e-06,-12.8393318079

guano,2.65429411702e-06,-12.8393318079

macedonian,2.65429411702e-06,-12.8393318079

atomic,3.98144117553e-05,-10.1312816068

kilgour,1.32714705851e-05,-11.2298938955

tegenero,2.65429411702e-05,-10.5367467149

injuries,2.65429411702e-05,-10.5367467149

alignment,1.32714705851e-05,-11.2298938955

excites,2.65429411702e-06,-12.8393318079

alternate,2.65429411702e-06,-12.8393318079

egypt,2.38886470532e-05,-10.6421072306

punter,2.65429411702e-06,-12.8393318079

pompeii,1.06171764681e-05,-11.4530374468

heidelberg,1.06171764681e-05,-11.4530374468

rebound,7.96288235107e-06,-11.7407195192

matters,1.06171764681e-05,-11.4530374468

otoliths,5.30858823405e-06,-12.1461846274

precipitation,1.32714705851e-05,-11.2298938955

hardy,5.30858823405e-06,-12.1461846274

rainstorms,2.65429411702e-06,-12.8393318079

indication,1.32714705851e-05,-11.2298938955

persephone,2.65429411702e-06,-12.8393318079

kurth,5.30858823405e-06,-12.1461846274

back,0.000538821705756,-7.52612582887

examples,3.71601176383e-05,-10.2002744783

70-member,2.65429411702e-06,-12.8393318079

nicaragua,2.65429411702e-06,-12.8393318079

wollongong,1.85800588192e-05,-10.8934216589

aerobic,5.30858823405e-06,-12.1461846274

pew,5.30858823405e-06,-12.1461846274

integration,1.06171764681e-05,-11.4530374468

per,0.000230923588181,-8.37342368926

energic,2.65429411702e-06,-12.8393318079

pen,2.65429411702e-06,-12.8393318079

bogus,1.06171764681e-05,-11.4530374468

pee,2.65429411702e-06,-12.8393318079

commentator,1.32714705851e-05,-11.2298938955

invade,5.30858823405e-06,-12.1461846274

nose,4.77772941064e-05,-9.94896005002

flanks,2.65429411702e-06,-12.8393318079

from,0.00538290846932,-5.2245264432

pfizer,2.65429411702e-06,-12.8393318079

beans,3.71601176383e-05,-10.2002744783

offshoot,2.65429411702e-06,-12.8393318079

consequently,2.65429411702e-06,-12.8393318079

lower-frequency,2.65429411702e-06,-12.8393318079

infected,0.000156603352904,-8.76179436401

germans,2.65429411702e-06,-12.8393318079

homemade,5.30858823405e-06,-12.1461846274

forward,7.16659411596e-05,-9.54349494191

earth-based,2.65429411702e-06,-12.8393318079

bored,7.96288235107e-06,-11.7407195192

byrne,7.96288235107e-06,-11.7407195192

zafonte,5.30858823405e-06,-12.1461846274

nanotechnologies,5.30858823405e-06,-12.1461846274

nutshell,2.65429411702e-06,-12.8393318079

rejection,1.32714705851e-05,-11.2298938955

tasman,7.96288235107e-06,-11.7407195192

rnai,2.65429411702e-05,-10.5367467149

engineering,7.43202352766e-05,-9.50712729774

vapourise,2.65429411702e-06,-12.8393318079

omens,2.65429411702e-06,-12.8393318079

swamp,1.32714705851e-05,-11.2298938955

pre-cancerous,2.65429411702e-06,-12.8393318079

plugged,5.30858823405e-06,-12.1461846274

functionality,5.30858823405e-06,-12.1461846274

dimmer,5.30858823405e-06,-12.1461846274

scurrying,7.96288235107e-06,-11.7407195192

explaining,1.06171764681e-05,-11.4530374468

sunblocks,2.65429411702e-06,-12.8393318079

aggregates,5.30858823405e-06,-12.1461846274

fished,5.30858823405e-06,-12.1461846274

fisher,2.12343529362e-05,-10.7598902662

maldives,1.85800588192e-05,-10.8934216589

pnas,2.38886470532e-05,-10.6421072306

responded,1.32714705851e-05,-11.2298938955

hospitalisation,2.65429411702e-06,-12.8393318079

carved,1.32714705851e-05,-11.2298938955

overly,7.96288235107e-06,-11.7407195192

pliosaur,5.30858823405e-06,-12.1461846274

query,5.30858823405e-06,-12.1461846274

golfer,2.65429411702e-06,-12.8393318079

disintegration,5.30858823405e-06,-12.1461846274

starshades,2.65429411702e-06,-12.8393318079

graves,2.12343529362e-05,-10.7598902662

biotechnologist,2.65429411702e-06,-12.8393318079

peanut,2.65429411702e-06,-12.8393318079

broome,5.30858823405e-06,-12.1461846274

internment,2.65429411702e-06,-12.8393318079

gravel,1.06171764681e-05,-11.4530374468

inject,1.06171764681e-05,-11.4530374468

vishing,1.06171764681e-05,-11.4530374468

confounding,2.65429411702e-06,-12.8393318079

ankara,2.65429411702e-06,-12.8393318079

radio-quiet,2.65429411702e-06,-12.8393318079

putting,5.57401764575e-05,-9.79480937019

resonant,2.65429411702e-06,-12.8393318079

assad,2.65429411702e-06,-12.8393318079

surgeon,1.85800588192e-05,-10.8934216589

severely,7.96288235107e-06,-11.7407195192

moderate,2.65429411702e-06,-12.8393318079

knight,2.65429411702e-06,-12.8393318079

questacon,2.65429411702e-06,-12.8393318079

copuos,7.96288235107e-06,-11.7407195192

pre-dating,2.65429411702e-06,-12.8393318079

optics,2.12343529362e-05,-10.7598902662

sacrificial,2.65429411702e-06,-12.8393318079

educators,2.65429411702e-06,-12.8393318079

antigen,5.30858823405e-06,-12.1461846274

quakes,2.65429411702e-06,-12.8393318079

demonstrations,2.65429411702e-06,-12.8393318079

layouts,2.65429411702e-06,-12.8393318079

nests,5.30858823405e-06,-12.1461846274

croc,2.65429411702e-06,-12.8393318079

giving,6.63573529256e-05,-9.62045598305

radioisotopes,5.30858823405e-06,-12.1461846274

enjoyed,2.65429411702e-06,-12.8393318079

manufactured,1.32714705851e-05,-11.2298938955

asheron,2.65429411702e-06,-12.8393318079

1333,2.65429411702e-06,-12.8393318079

intercept,7.96288235107e-06,-11.7407195192

hobart,2.38886470532e-05,-10.6421072306

respiration,2.65429411702e-06,-12.8393318079

stalks,2.65429411702e-06,-12.8393318079

aromas,2.65429411702e-06,-12.8393318079

named,0.000100863176447,-9.20174564819

terje,2.65429411702e-06,-12.8393318079

trachea,7.96288235107e-06,-11.7407195192

private,5.04315882234e-05,-9.89489282875

kuroshio,2.65429411702e-06,-12.8393318079

names,2.38886470532e-05,-10.6421072306

oval,2.65429411702e-06,-12.8393318079

staple,1.06171764681e-05,-11.4530374468

siphonophore,2.65429411702e-06,-12.8393318079

seamless,2.65429411702e-06,-12.8393318079

themselves,0.000228269294064,-8.38498451166

atom-by-atom,5.30858823405e-06,-12.1461846274

pharmacologist,1.06171764681e-05,-11.4530374468

thatch,5.30858823405e-06,-12.1461846274

informally,2.65429411702e-06,-12.8393318079

arranging,5.30858823405e-06,-12.1461846274

harvest,1.59257647021e-05,-11.0475723387

microbe-generated,2.65429411702e-06,-12.8393318079

praise,2.65429411702e-06,-12.8393318079

neuropeptide,2.65429411702e-06,-12.8393318079

theorems,2.65429411702e-06,-12.8393318079

prohibiting,2.65429411702e-06,-12.8393318079

proportions,2.65429411702e-06,-12.8393318079

reconstructed,1.32714705851e-05,-11.2298938955

effectively,3.98144117553e-05,-10.1312816068

contempt,2.65429411702e-06,-12.8393318079

hangar,2.65429411702e-06,-12.8393318079

weed-mowers,2.65429411702e-06,-12.8393318079

regions,0.000100863176447,-9.20174564819

winners,2.38886470532e-05,-10.6421072306

afp,2.65429411702e-06,-12.8393318079

airline,1.06171764681e-05,-11.4530374468

buildings,3.45058235213e-05,-10.2743824505

specifications,5.30858823405e-06,-12.1461846274

fran,2.65429411702e-06,-12.8393318079

dolling,7.96288235107e-06,-11.7407195192

philosophy,1.06171764681e-05,-11.4530374468

corals,7.96288235107e-06,-11.7407195192

addiction,7.96288235107e-06,-11.7407195192

ignite,5.30858823405e-06,-12.1461846274

resurgent,2.65429411702e-06,-12.8393318079

categorise,5.30858823405e-06,-12.1461846274

ever-changing,2.65429411702e-06,-12.8393318079

in-house,2.65429411702e-06,-12.8393318079

whitey,2.65429411702e-06,-12.8393318079

meter,2.65429411702e-06,-12.8393318079

haraldur,2.65429411702e-06,-12.8393318079

bunch,7.96288235107e-06,-11.7407195192

industries,4.51229999894e-05,-10.0061184639

le,2.65429411702e-06,-12.8393318079

la,8.22831176277e-05,-9.40534460343

lo,2.65429411702e-06,-12.8393318079

ll,0.000127406117617,-8.96813079701

li,2.65429411702e-06,-12.8393318079

ebstein,1.85800588192e-05,-10.8934216589

marsh,1.85800588192e-05,-10.8934216589

latitude,1.85800588192e-05,-10.8934216589

criminal,2.38886470532e-05,-10.6421072306

guoxin,2.65429411702e-06,-12.8393318079

faunas,2.65429411702e-06,-12.8393318079

swordfish,2.65429411702e-06,-12.8393318079

faunal,2.65429411702e-06,-12.8393318079

camillo,2.65429411702e-06,-12.8393318079

dielectric,2.65429411702e-06,-12.8393318079

airports,1.85800588192e-05,-10.8934216589

conical-like,2.65429411702e-06,-12.8393318079

slipping,2.65429411702e-06,-12.8393318079

reintroducing,5.30858823405e-06,-12.1461846274

thwart,5.30858823405e-06,-12.1461846274

proliferating,2.65429411702e-06,-12.8393318079

programmed,2.38886470532e-05,-10.6421072306

resolvable,2.65429411702e-06,-12.8393318079

programmes,2.65429411702e-06,-12.8393318079

allopatric,2.65429411702e-06,-12.8393318079

underreporting,2.65429411702e-06,-12.8393318079

rey,2.65429411702e-06,-12.8393318079

announces,2.65429411702e-06,-12.8393318079

wholly,2.65429411702e-06,-12.8393318079

ren,2.65429411702e-06,-12.8393318079

rem,3.18515294043e-05,-10.3544251581

electronics,3.98144117553e-05,-10.1312816068

red,0.000220306411713,-8.42049120012

hedged,5.30858823405e-06,-12.1461846274

retrieved,1.06171764681e-05,-11.4530374468

frans,5.30858823405e-06,-12.1461846274

likelihood,2.65429411702e-05,-10.5367467149

retrieves,2.65429411702e-06,-12.8393318079

retriever,5.30858823405e-06,-12.1461846274

cured,1.32714705851e-05,-11.2298938955

deprived,1.32714705851e-05,-11.2298938955

poorer-quality,2.65429411702e-06,-12.8393318079

cures,7.96288235107e-06,-11.7407195192

retain,7.96288235107e-06,-11.7407195192

retail,7.96288235107e-06,-11.7407195192

deprives,2.65429411702e-06,-12.8393318079

riemannian,2.65429411702e-06,-12.8393318079

finest,2.65429411702e-06,-12.8393318079

flatmate,2.65429411702e-06,-12.8393318079

embarrassed,2.65429411702e-06,-12.8393318079

hurdle,2.65429411702e-06,-12.8393318079

afield,7.96288235107e-06,-11.7407195192

monkey,4.51229999894e-05,-10.0061184639

vulgar,5.30858823405e-06,-12.1461846274

pots,5.30858823405e-06,-12.1461846274

ripples,1.06171764681e-05,-11.4530374468

realistically,2.65429411702e-06,-12.8393318079

palaeontology,1.85800588192e-05,-10.8934216589

dabbed,5.30858823405e-06,-12.1461846274

self-sustaining,5.30858823405e-06,-12.1461846274

environmental,0.00022296070583,-8.40851500907

gsoh,2.65429411702e-06,-12.8393318079

heart-lung,2.65429411702e-06,-12.8393318079

shampoo,7.96288235107e-06,-11.7407195192

calamity,2.65429411702e-06,-12.8393318079

wakes,2.65429411702e-06,-12.8393318079

bisexual,2.65429411702e-06,-12.8393318079

deterred,2.65429411702e-06,-12.8393318079

tide,2.65429411702e-06,-12.8393318079

backswimmmers,2.65429411702e-06,-12.8393318079

gravity,0.000167220529372,-8.69619708152

pectoral,5.30858823405e-06,-12.1461846274

unsettled,2.65429411702e-06,-12.8393318079

improvised,2.65429411702e-06,-12.8393318079

eight,0.000116788941149,-9.055142174

handbag,5.30858823405e-06,-12.1461846274

heartening,2.65429411702e-06,-12.8393318079

enthusiastic,7.96288235107e-06,-11.7407195192

exaggerated,5.30858823405e-06,-12.1461846274

491,2.65429411702e-06,-12.8393318079

scotland-based,2.65429411702e-06,-12.8393318079

charles,1.85800588192e-05,-10.8934216589

one-off,2.65429411702e-06,-12.8393318079

postdoctoral,1.59257647021e-05,-11.0475723387

party-goers,2.65429411702e-06,-12.8393318079

hydroelectric,2.65429411702e-06,-12.8393318079

bernard,7.96288235107e-06,-11.7407195192

ambiguity,2.65429411702e-06,-12.8393318079

pharmacology,2.65429411702e-06,-12.8393318079

nanowires,3.45058235213e-05,-10.2743824505

timing,3.98144117553e-05,-10.1312816068

gansus,1.06171764681e-05,-11.4530374468

thrives,2.65429411702e-06,-12.8393318079

areas,0.000284009470521,-8.16650297345

crabs,4.51229999894e-05,-10.0061184639

organ,6.90116470426e-05,-9.58123526989

wake-up,1.32714705851e-05,-11.2298938955

cached,2.65429411702e-06,-12.8393318079

encounters,1.06171764681e-05,-11.4530374468

eyebrow,2.65429411702e-06,-12.8393318079

excreted,2.65429411702e-06,-12.8393318079

motherhood,2.65429411702e-06,-12.8393318079

body-satisfied,2.65429411702e-06,-12.8393318079

pulses,2.38886470532e-05,-10.6421072306

experiences,7.16659411596e-05,-9.54349494191

krypton,2.65429411702e-06,-12.8393318079

conform,2.65429411702e-06,-12.8393318079

untrue,2.65429411702e-06,-12.8393318079

quake,2.12343529362e-05,-10.7598902662

heightens,2.65429411702e-06,-12.8393318079

national,0.000589253293979,-7.43665442604

yearning,2.65429411702e-06,-12.8393318079

madar,5.30858823405e-06,-12.1461846274

over-exploitation,7.96288235107e-06,-11.7407195192

exploited,7.96288235107e-06,-11.7407195192

pedigree,2.65429411702e-06,-12.8393318079

laureate,2.65429411702e-06,-12.8393318079

solvents,5.30858823405e-06,-12.1461846274

icecream,2.65429411702e-06,-12.8393318079

pluto-like,2.65429411702e-06,-12.8393318079

colombian,2.65429411702e-06,-12.8393318079

ball-like,2.65429411702e-06,-12.8393318079

111:1,2.65429411702e-06,-12.8393318079

climatologists,2.65429411702e-06,-12.8393318079

1000th,2.65429411702e-06,-12.8393318079

instant,1.85800588192e-05,-10.8934216589

freely,2.38886470532e-05,-10.6421072306

attributed,2.38886470532e-05,-10.6421072306

insidious,2.65429411702e-06,-12.8393318079

predispose,5.30858823405e-06,-12.1461846274

conquered,7.96288235107e-06,-11.7407195192

passing,3.18515294043e-05,-10.3544251581

comment,3.71601176383e-05,-10.2002744783

bushland,5.30858823405e-06,-12.1461846274

brennan,1.59257647021e-05,-11.0475723387

m15,1.59257647021e-05,-11.0475723387

laugh,1.85800588192e-05,-10.8934216589

earning,2.65429411702e-06,-12.8393318079

pouring,2.65429411702e-06,-12.8393318079

videos,2.38886470532e-05,-10.6421072306

bouldin,7.96288235107e-06,-11.7407195192

muddy,2.38886470532e-05,-10.6421072306

indicators,2.65429411702e-06,-12.8393318079

kitchen,1.32714705851e-05,-11.2298938955

asymmetrically,2.65429411702e-06,-12.8393318079

arises,7.96288235107e-06,-11.7407195192

perplexed,2.65429411702e-06,-12.8393318079

essentially,5.04315882234e-05,-9.89489282875

parrotfish,2.65429411702e-06,-12.8393318079

arisen,1.06171764681e-05,-11.4530374468

atmospheric,0.000156603352904,-8.76179436401

splits,2.65429411702e-06,-12.8393318079

brasilia,2.65429411702e-06,-12.8393318079

value,7.69745293937e-05,-9.47203597793

hand-eye,5.30858823405e-06,-12.1461846274

ornithology,5.30858823405e-06,-12.1461846274

bycatch,1.59257647021e-05,-11.0475723387

pross,2.65429411702e-06,-12.8393318079

respected,2.65429411702e-06,-12.8393318079

lifetime,4.24687058724e-05,-10.0667430857

arabia,1.06171764681e-05,-11.4530374468

arabic,3.71601176383e-05,-10.2002744783

portray,5.30858823405e-06,-12.1461846274

progressing,2.65429411702e-06,-12.8393318079

indistinguishable,2.65429411702e-06,-12.8393318079

cjd,1.06171764681e-05,-11.4530374468

brightened,2.65429411702e-06,-12.8393318079

shuttle,0.000164566235255,-8.71219742287

neoteny,7.96288235107e-06,-11.7407195192

cubic,1.59257647021e-05,-11.0475723387

longyaerbyen,2.65429411702e-06,-12.8393318079

bullying,2.65429411702e-06,-12.8393318079

flew,2.65429411702e-05,-10.5367467149

planemos,1.59257647021e-05,-11.0475723387

kimberley,5.30858823405e-06,-12.1461846274

center,0.000148640470553,-8.81398011718

weapon,3.45058235213e-05,-10.2743824505

overshadowed,2.65429411702e-06,-12.8393318079

creators,7.96288235107e-06,-11.7407195192

usual,1.32714705851e-05,-11.2298938955

fixated,2.65429411702e-06,-12.8393318079

underlying,4.77772941064e-05,-9.94896005002

testbed,1.06171764681e-05,-11.4530374468

seats,1.85800588192e-05,-10.8934216589

dakota,7.96288235107e-06,-11.7407195192

protecting,5.30858823405e-06,-12.1461846274

bench,1.85800588192e-05,-10.8934216589

puertasaurus,5.30858823405e-06,-12.1461846274

backpacker,5.30858823405e-06,-12.1461846274

postpartum,2.65429411702e-06,-12.8393318079

iron-magnesium,2.65429411702e-06,-12.8393318079

regier,2.65429411702e-06,-12.8393318079

tests,0.000254812235234,-8.27498361645

petrochemical,1.32714705851e-05,-11.2298938955

behnke,7.96288235107e-06,-11.7407195192

deployment,2.65429411702e-06,-12.8393318079

gulper,2.65429411702e-06,-12.8393318079

insert,2.65429411702e-06,-12.8393318079

incompletely,2.65429411702e-06,-12.8393318079

porous,1.59257647021e-05,-11.0475723387

inserm,5.30858823405e-06,-12.1461846274

works,0.000188454882309,-8.57665193087

halifax,2.65429411702e-06,-12.8393318079

supportive,5.30858823405e-06,-12.1461846274

esr,5.30858823405e-06,-12.1461846274

dunes,1.06171764681e-05,-11.4530374468

joachim,1.32714705851e-05,-11.2298938955

wittingly,2.65429411702e-06,-12.8393318079

students,0.000106171764681,-9.1504523538

esa,2.38886470532e-05,-10.6421072306

chenyang,2.65429411702e-06,-12.8393318079

slight,1.59257647021e-05,-11.0475723387

snapper,2.65429411702e-06,-12.8393318079

voiceprints,2.65429411702e-06,-12.8393318079

hospitable,2.65429411702e-06,-12.8393318079

snapped,1.06171764681e-05,-11.4530374468

periodically,5.30858823405e-06,-12.1461846274

lapita,2.65429411702e-06,-12.8393318079

crikey,2.65429411702e-06,-12.8393318079

bridge-shaped,2.65429411702e-06,-12.8393318079

distilling,2.65429411702e-06,-12.8393318079

comet-like,2.65429411702e-06,-12.8393318079

gambiae,2.65429411702e-06,-12.8393318079

andes,7.96288235107e-06,-11.7407195192

localised,1.06171764681e-05,-11.4530374468

nanoethics,2.65429411702e-06,-12.8393318079

bradon,2.65429411702e-06,-12.8393318079

submits,2.65429411702e-06,-12.8393318079

rhythmical,2.65429411702e-06,-12.8393318079

billions,4.24687058724e-05,-10.0667430857

tackle,5.30858823405e-06,-12.1461846274

doesnt,2.65429411702e-06,-12.8393318079

1986,1.85800588192e-05,-10.8934216589

1987,7.96288235107e-06,-11.7407195192

1984,7.96288235107e-06,-11.7407195192

1985,5.30858823405e-06,-12.1461846274

1982,1.06171764681e-05,-11.4530374468

1983,5.30858823405e-06,-12.1461846274

1980,2.12343529362e-05,-10.7598902662

1981,7.96288235107e-06,-11.7407195192

firefighter,2.65429411702e-06,-12.8393318079

1988,1.32714705851e-05,-11.2298938955

1989,7.96288235107e-06,-11.7407195192

buy,3.98144117553e-05,-10.1312816068

bur,2.65429411702e-06,-12.8393318079

bus,1.32714705851e-05,-11.2298938955

but,0.00441939970484,-5.4217514055

bun,7.96288235107e-06,-11.7407195192

bum,2.65429411702e-06,-12.8393318079

bua,2.65429411702e-06,-12.8393318079

bug,7.96288235107e-06,-11.7407195192

partially,1.32714705851e-05,-11.2298938955

wise,7.96288235107e-06,-11.7407195192

anti-whaling,7.96288235107e-06,-11.7407195192

oxygenless,5.30858823405e-06,-12.1461846274

mists,5.30858823405e-06,-12.1461846274

variations,6.37030588085e-05,-9.66127797757

acuity,5.30858823405e-06,-12.1461846274

minutes,0.000145986176436,-8.83199862268

yaps,5.30858823405e-06,-12.1461846274

penetrating,2.65429411702e-06,-12.8393318079

rabbits,7.96288235107e-06,-11.7407195192

83,5.30858823405e-06,-12.1461846274

mysteriously,2.65429411702e-06,-12.8393318079

80,9.55545882128e-05,-9.25581286946

redder,2.65429411702e-06,-12.8393318079

81,7.96288235107e-06,-11.7407195192

corn-based,2.65429411702e-06,-12.8393318079

cashew,5.30858823405e-06,-12.1461846274

virtual,6.10487646915e-05,-9.70383759199

87,7.96288235107e-06,-11.7407195192

granito,1.06171764681e-05,-11.4530374468

unaccounted,2.65429411702e-06,-12.8393318079

dragonfish,2.65429411702e-06,-12.8393318079

traumatic,7.96288235107e-06,-11.7407195192

detractors,2.65429411702e-06,-12.8393318079

variation,5.30858823405e-05,-9.84359953436

semir,2.65429411702e-06,-12.8393318079

shrank,2.65429411702e-06,-12.8393318079

saturn-orbiting,2.65429411702e-06,-12.8393318079

seismic,3.18515294043e-05,-10.3544251581

contraceptive,1.85800588192e-05,-10.8934216589

baker,3.45058235213e-05,-10.2743824505

hikes,2.65429411702e-06,-12.8393318079

pupil,2.65429411702e-06,-12.8393318079

biotechnology,4.24687058724e-05,-10.0667430857

baked,5.30858823405e-06,-12.1461846274

oxygenation,7.96288235107e-06,-11.7407195192

two-dimensional,5.30858823405e-06,-12.1461846274

pinatubo,2.65429411702e-06,-12.8393318079

implants,2.12343529362e-05,-10.7598902662

hati,2.65429411702e-06,-12.8393318079

hath,2.65429411702e-06,-12.8393318079

hate,1.06171764681e-05,-11.4530374468

cytogeneticist,2.65429411702e-06,-12.8393318079

therapeutics,5.30858823405e-06,-12.1461846274

super-efficient,2.65429411702e-06,-12.8393318079

thinnest,7.96288235107e-06,-11.7407195192

pride,1.32714705851e-05,-11.2298938955

divergent,5.30858823405e-06,-12.1461846274

every,0.000236232176415,-8.35069543818

upstream,7.96288235107e-06,-11.7407195192

encounter,2.65429411702e-05,-10.5367467149

ovation,2.65429411702e-06,-12.8393318079

benveniste,7.96288235107e-06,-11.7407195192

relics,5.30858823405e-06,-12.1461846274

enjoy,1.85800588192e-05,-10.8934216589

leaders,2.12343529362e-05,-10.7598902662

mini-lungs,5.30858823405e-06,-12.1461846274

porcine,2.65429411702e-06,-12.8393318079

estimates,6.90116470426e-05,-9.58123526989

street,2.65429411702e-06,-12.8393318079

estimated,7.96288235107e-05,-9.43813442625

shining,2.65429411702e-06,-12.8393318079

clinicians,1.85800588192e-05,-10.8934216589

faecal,5.30858823405e-06,-12.1461846274

beaten,2.65429411702e-06,-12.8393318079

abides,2.65429411702e-06,-12.8393318079

conduct,4.24687058724e-05,-10.0667430857

xena,3.98144117553e-05,-10.1312816068

injections,1.06171764681e-05,-11.4530374468

hundreds,0.000135368999968,-8.90750617519

flores,2.12343529362e-05,-10.7598902662

studio,2.65429411702e-06,-12.8393318079

florey,2.65429411702e-06,-12.8393318079

shortness,5.30858823405e-06,-12.1461846274

single-celled,2.65429411702e-06,-12.8393318079

auction,1.06171764681e-05,-11.4530374468

nanofactories,1.06171764681e-05,-11.4530374468

2048,7.96288235107e-06,-11.7407195192

abolition,2.65429411702e-06,-12.8393318079

monogamous,7.96288235107e-06,-11.7407195192

mantid,2.65429411702e-06,-12.8393318079

svante,2.65429411702e-06,-12.8393318079

cebit,2.65429411702e-06,-12.8393318079

fast-flowing,2.65429411702e-06,-12.8393318079

ridiculed,2.65429411702e-06,-12.8393318079

cebis,1.59257647021e-05,-11.0475723387

feelings,2.38886470532e-05,-10.6421072306

visible,0.0001247518235,-8.9891842062

protein-3,2.65429411702e-06,-12.8393318079

paralititan,2.65429411702e-06,-12.8393318079

discrepancies,2.65429411702e-06,-12.8393318079

breathe,1.06171764681e-05,-11.4530374468

myrrh,2.65429411702e-06,-12.8393318079

breaths,5.30858823405e-06,-12.1461846274

vanhaeren,5.30858823405e-06,-12.1461846274

fast-scoring,2.65429411702e-06,-12.8393318079

outdated,2.65429411702e-06,-12.8393318079

shoot,1.32714705851e-05,-11.2298938955

join,1.32714705851e-05,-11.2298938955

mc,2.65429411702e-06,-12.8393318079

dodo,2.65429411702e-05,-10.5367467149

alkaptonuria,2.65429411702e-06,-12.8393318079

tetrapod,2.65429411702e-06,-12.8393318079

ms,2.12343529362e-05,-10.7598902662

mr,1.85800588192e-05,-10.8934216589

my,0.000148640470553,-8.81398011718

loosen,2.65429411702e-06,-12.8393318079

sentries,2.65429411702e-06,-12.8393318079

orion,5.30858823405e-06,-12.1461846274

mohan,7.96288235107e-06,-11.7407195192

looser,2.65429411702e-06,-12.8393318079

end,0.000217652117596,-8.43261256065

bowers,1.06171764681e-05,-11.4530374468

self-objectifiers,5.30858823405e-06,-12.1461846274

astronomers,0.000307898117575,-8.08574161681

writers,5.30858823405e-06,-12.1461846274

enu,2.65429411702e-06,-12.8393318079

ancestor,6.90116470426e-05,-9.58123526989

mess,5.30858823405e-06,-12.1461846274

protuberance,7.96288235107e-06,-11.7407195192

demanding,1.06171764681e-05,-11.4530374468

polymerase,1.32714705851e-05,-11.2298938955

mesh,2.65429411702e-06,-12.8393318079

mesa,2.65429411702e-06,-12.8393318079

stronghold,2.65429411702e-06,-12.8393318079

nagasaki,2.65429411702e-06,-12.8393318079

algorithms,2.38886470532e-05,-10.6421072306

enter,3.45058235213e-05,-10.2743824505

foetal,1.06171764681e-05,-11.4530374468

flippers,5.30858823405e-06,-12.1461846274

thesis,5.30858823405e-06,-12.1461846274

vixens,5.30858823405e-06,-12.1461846274

biofuels,1.06171764681e-05,-11.4530374468

bottleneck,5.30858823405e-06,-12.1461846274

borneo,5.30858823405e-06,-12.1461846274

expectations,1.06171764681e-05,-11.4530374468

exhibits,5.30858823405e-06,-12.1461846274

sonya,2.65429411702e-06,-12.8393318079

whips,2.65429411702e-06,-12.8393318079

plaster,7.96288235107e-06,-11.7407195192

roost,1.06171764681e-05,-11.4530374468

fatigue-related,2.65429411702e-06,-12.8393318079

notified,5.30858823405e-06,-12.1461846274

chuck,2.65429411702e-06,-12.8393318079

h5n1,9.02459999788e-05,-9.3129712833

filling,1.06171764681e-05,-11.4530374468

victory,7.96288235107e-06,-11.7407195192

skeletal,1.59257647021e-05,-11.0475723387

victors,2.65429411702e-06,-12.8393318079

signing,2.65429411702e-06,-12.8393318079

magnets,5.30858823405e-05,-9.84359953436

combining,3.98144117553e-05,-10.1312816068

superheavy,2.65429411702e-06,-12.8393318079

goo,7.96288235107e-06,-11.7407195192

gon,2.65429411702e-06,-12.8393318079

god,2.12343529362e-05,-10.7598902662

washed,1.59257647021e-05,-11.0475723387

millennium,5.30858823405e-06,-12.1461846274

got,0.000220306411713,-8.42049120012

